uses_tx_origin,has_fallback,fallback_reverts_non_owner,require_count,has_selfdestruct,has_withdrawal_function,withdrawal_owner_only,uses_inline_assembly,state_changes_before_external_calls,payable_to_withdraw_ratio,contract_id,filename,label
True,True,False,3,False,False,False,False,0,5.0,0xa630823bd70ab8e8e2d6e62089d3837db1887bf6,hp_101.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xa9aebbf67433e3e8206af6fc2ddd99ff8e7cc137,hp_102.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xaa3a6f5bddd02a08c8651f7e285e2bec33ea5e53,hp_103.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xaa4fd1781246f0b9a63921f7aee292311ea05bf7,hp_104.sol,honeypot
False,True,False,0,False,True,False,False,0,3.0,0xabcdd0dbc5ba15804f5de963bd60491e48c3ef0b,hp_105.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xacfc9577583ded00ae53ae79a0346cca4655c0bb,hp_106.sol,honeypot
False,True,False,1,False,False,False,False,0,4.0,0xaded0438139b495db87d3f70f0991336df97136f,hp_107.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xae3bf0f077ed66dda9fb1b5475942c919ef3bb0d,hp_108.sol,honeypot
False,True,False,0,False,False,False,False,0,5.0,0xaea5418057d0e37a6e69e588e7f393e946846d62,hp_109.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xaec8162438b83646518f3bf3a70b048979f81fab,hp_110.sol,honeypot
True,True,False,2,True,False,False,False,0,4.0,0xaf531dc0b3b1151af48f3d638eeb6fe6acdfd59f,hp_111.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xb19117892e2b2aaa418e75f61d7d1c05f86b66bd,hp_112.sol,honeypot
False,True,False,0,False,False,False,False,0,4.0,0xb38beba95e0e21a97466c452454debe2658527f7,hp_113.sol,honeypot
False,True,False,0,False,False,False,False,0,4.0,0xb49b1dddf1b3d6e878fd9b73874da7ab0da7e004,hp_114.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xb5c424cd005cd1ccc155654b551c4453346e0718,hp_115.sol,honeypot
False,True,False,8,False,False,False,False,1,13.0,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99,hp_116.sol,honeypot
True,True,False,2,False,False,False,False,0,4.0,0xb6f6f6f47e92e517876d30c04198f45a3bc1b281,hp_117.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xb91a6c5c6362b10db6440d690e5391bb1eabe591,hp_118.sol,honeypot
True,True,False,2,True,False,False,False,0,4.0,0xbae339b730cb3a58eff2f2f2fa4af579332c3e1c,hp_119.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xbb51397fb8d3b91a08eff3c34d5c869c1d149ec5,hp_120.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xbc272b58e7cd0a6002c95afd1f208898d756c580,hp_121.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xbd53a4db4003c59070abbfa4e6c31afbf0b26843,hp_122.sol,honeypot
False,True,False,0,False,False,False,False,0,4.0,0xbf5fb038c28df2b8821988da78c3ebdbf7aa5ac7,hp_123.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xc034cf94f7ced9c968cc75210d1b5ddaccacfbf4,hp_124.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xc1574ab95106621686d6e480f378d79c0442fe33,hp_125.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xc1d73e148590b60ce9dd42d141f9b27bbad07879,hp_126.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xc304349d7cc07407b7844d54218d29d1a449b854,hp_127.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xc5ce9c06a0caf0e4cbd90572b6550feafd69b740,hp_128.sol,honeypot
False,True,False,0,False,False,False,False,0,4.0,0xc6389ef3d79cf17a5d103bd0f06f83cf76b14258,hp_129.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xc77081641129a028d622f85671ea172ac5595938,hp_130.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xc78f0fdfb708689cbe6629175b66958eaa89e7d0,hp_131.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xc7e454770433c071dd1863eeb27fb7e1adbd3361,hp_132.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xcaa7b8aa3bc78dda98af8fee1390f34e756a5f55,hp_133.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xcb71b51d9159a49050d56516737b4b497e98bb99,hp_134.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xce6b1aff0fe66da643d7a9a64d4747293628d667,hp_135.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xcea86636608bacb632dfd1606a0dc1728b625387,hp_136.sol,honeypot
False,True,False,0,False,False,False,False,0,4.0,0xd0981f1e922be67f2d0bb4f0c86f98f039dd24cc,hp_137.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xd6bc92a0f5a2bc17207283679c5ddcc108fd3710,hp_138.sol,honeypot
True,True,False,2,True,False,False,False,0,4.0,0xd87eaad7afb256c69526a490f402a658f12246fd,hp_139.sol,honeypot
False,True,False,0,False,False,False,False,0,2.0,0xd8993f49f372bb014fb088eabec95cfdc795cbf6,hp_140.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xdda2044b39fdb4db77ac085866179c548e5d0f15,hp_141.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xde82658c23f034d71827c215fdfbce0d4e248ccd,hp_142.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xe1ccb3a5bae6fecdb9b60c0acf94989f48c10742,hp_143.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xe3b0fe57f7de3281579a504dcc3af491afbb23e5,hp_144.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xe3d085b7bdf97c6d003abcec2003b9c5b120d616,hp_145.sol,honeypot
False,True,False,0,False,False,False,False,0,4.0,0xe830d955cbe549d9bcf55e3960b86ffac6ef83f1,hp_146.sol,honeypot
False,True,False,0,False,False,False,False,0,5.0,0xed55fb58ea9de1f484addcc970463218b4d89cfe,hp_147.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xed710216da4b1416a78768790ca9aa3633ca110f,hp_148.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xef75f477126d05519d965d116fc9606e60fc70a8,hp_149.sol,honeypot
False,True,False,0,False,False,False,False,0,4.0,0xefbfc3f373c9cc5c0375403177d71bcc387d3597,hp_150.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xf0344800bd3ffa687e4d780357961b28995a5f46,hp_151.sol,honeypot
False,True,False,0,False,False,False,False,0,4.0,0xf3f3dd2b5d9f3de1b1ceb6ad84683bf31adf29d1,hp_152.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xfac1c7270bc5b0664e27e7f2e82281d564aedf4e,hp_153.sol,honeypot
True,True,False,3,False,False,False,False,0,5.0,0xff45211ebdfc7ebcc458e584bcec4eac19d6a624,hp_154.sol,honeypot
False,False,False,1,False,True,False,False,0,3.0,0x3d8a10ce3228cb428cb56baa058d4432464ea25d,hp_155.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,hp_156.sol,honeypot
False,True,False,1,False,True,True,False,0,2.0,0x55654a38372617aedd583009f76e28700e48fdad,hp_157.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37,hp_158.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0x7a4349a749e59a5736efb7826ee3496a2dfd5489,hp_159.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707,hp_160.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0xc7f4ade4874e06a20fab9c5dc4f1dd8b6d85faf2,hp_161.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0xd2018bfaa266a9ec0a1a84b061640faa009def76,hp_162.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0xdb1c55f6926e7d847ddf8678905ad871a68199d2,hp_163.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf,hp_164.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87,hp_165.sol,honeypot
False,True,False,2,False,True,True,False,1,4.0,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e,hp_166.sol,honeypot
False,True,False,2,False,True,True,False,0,3.0,0x017bcaee2456d8bd0e181f94165919a4a2ecc2d9,hp_167.sol,honeypot
False,True,False,0,True,True,True,False,0,5.0,0x038e20839aebfe12b7956adcbc2511f6f7085164,hp_168.sol,honeypot
False,True,False,1,False,False,False,False,0,1.0,0x07f06a75ddf49de735d51dbf5c0a9062c034e7c6,hp_169.sol,honeypot
False,False,False,1,False,True,True,False,0,1.0,0x0bcccba050c2ce6439c57bd203378b113cc3cfd6,hp_170.sol,honeypot
False,False,False,1,False,True,True,False,0,1.0,0x11f3081cd6b2ac5a263e65e206f806bea7fa9c56,hp_171.sol,honeypot
False,True,False,0,True,True,True,False,1,2.0,0x1767856bc75cf070de5e6ba3d0c718440f008c66,hp_172.sol,honeypot
False,True,False,2,False,False,False,False,2,1.0,0x33685492a20234101b553d2a429ae8a6bf202e18,hp_173.sol,honeypot
False,True,False,0,True,True,False,False,1,1.0,0x33b44a1d150f3feaa40503ad20a75634adc39b18,hp_174.sol,honeypot
False,True,False,0,False,True,True,False,1,2.0,0x340844b39aacbdb4e7718fa14a95758f87a09a9a,hp_175.sol,honeypot
False,True,False,1,True,True,True,False,2,2.0,0x3526cf7d12c95b11a680678cc1f705cba667578d,hp_176.sol,honeypot
False,True,False,0,True,True,True,False,0,3.0,0x3e7840b88396acd80bac66021e1354064461a498,hp_177.sol,honeypot
False,True,False,0,False,True,False,False,1,2.0,0x4ba0d338a7c41cc12778e0a2fa6df2361e8d8465,hp_178.sol,honeypot
False,True,False,0,True,True,False,False,1,5.0,0x4c7c98c4d64c29ef8103b005eeccf5145cfdf8c1,hp_179.sol,honeypot
False,True,False,1,False,False,False,False,0,1.0,0x4dc76cfc65b14b3fd83c8bc8b895482f3cbc150a,hp_180.sol,honeypot
False,False,False,1,False,True,True,False,0,1.0,0x4fed7f5f0314bd156a8486fc41dc8bd4737c24fb,hp_181.sol,honeypot
False,True,False,0,False,False,False,False,0,2.0,0x50abfc76b637b70571c301071f7ce660c1c3d847,hp_182.sol,honeypot
False,True,False,2,False,False,False,False,2,1.0,0x50ddfe3722fc303cace413df41db23d55025e2e6,hp_183.sol,honeypot
False,True,False,1,True,True,False,False,1,2.0,0x52c2d09acf0ef12c487ae0c20a92d4f9a4abbfd1,hp_184.sol,honeypot
False,True,False,0,False,True,False,False,0,0.0,0x58978e8caccf56fadaa80ef52f5c684045306839,hp_185.sol,honeypot
False,True,False,0,True,True,False,False,1,5.0,0x5b2028602af2693d50b4157f4acf84d632ec8208,hp_186.sol,honeypot
False,True,False,0,True,True,True,False,1,3.0,0x5c8546a7b86ba30202c09a84f5a72644a2a4f7ba,hp_187.sol,honeypot
False,True,False,2,True,True,True,False,1,2.0,0x641074844a0dd00042347161f830346bdfe348bc,hp_188.sol,honeypot
False,True,False,0,True,True,True,False,1,3.0,0x68563d2a5fc58f88db8140a981170989f001b746,hp_189.sol,honeypot
False,True,False,2,True,True,False,False,0,2.0,0x6e843aefc1f2887e5b0aeb4002c1924c433d9a13,hp_190.sol,honeypot
False,True,False,2,False,True,True,False,0,3.0,0x70c01853e4430cae353c9a7ae232a6a95f6cafd9,hp_191.sol,honeypot
False,False,False,1,False,True,True,False,0,1.0,0x7704442e1005b9ab403463ed85e2fb24761a8738,hp_192.sol,honeypot
False,True,False,0,False,True,False,False,0,2.0,0x787080326e1f7e0eae490efdb18e90cfd0ae2692,hp_193.sol,honeypot
False,True,False,0,False,True,False,False,0,2.0,0x78faf034c61f4158a4a12bfa372187a21405ae33,hp_194.sol,honeypot
False,False,False,1,False,True,True,False,0,1.0,0x7e97c48497a8d650dc030744b74c81e29816f8e3,hp_195.sol,honeypot
False,True,False,3,False,True,True,False,0,3.0,0x81edefc64aabdce71f68347774bd4673d1d31419,hp_196.sol,honeypot
False,True,False,2,True,False,False,False,0,5.0,0x849019a489c3c26c7a7668e468be81a4d132781f,hp_197.sol,honeypot
False,True,False,0,True,True,True,False,1,2.0,0x9168fdc9f9db7b71865fe4bfd6f78b3610ebc704,hp_198.sol,honeypot
False,True,False,1,True,True,True,True,0,6.0,0x96050da7c01bbd4891ed766720a5c1c79b824163,hp_199.sol,honeypot
False,True,False,3,False,True,True,False,0,4.0,0x98fe1d52649a3a13863647c6789f16e46e090377,hp_200.sol,honeypot
False,True,False,0,True,True,True,False,1,5.0,0xa16cdcba1d6cb6874ff9fd8a6c8b82a3f834f512,hp_201.sol,honeypot
False,True,False,0,True,True,False,False,1,2.0,0xb31820c1d84e183377030b6d3f0e1ee5c1cff643,hp_202.sol,honeypot
False,True,False,2,False,False,False,False,2,1.0,0xc0c7d89e4968775931e53e9510ebad43644b0866,hp_203.sol,honeypot
False,True,False,1,True,True,True,False,1,2.0,0xcacf9396a56e9ff1e3f6533be83a043c36ce0436,hp_204.sol,honeypot
False,True,False,1,False,False,False,False,0,1.0,0xe65c53087e1a40b7c53b9a0ea3c2562ae2dfeb24,hp_205.sol,honeypot
False,True,False,2,True,True,True,False,1,2.0,0xf1aab4171ceb49b6a276975347e3c1d4d5650e5a,hp_206.sol,honeypot
False,True,False,0,True,True,False,False,1,2.0,0xfae0300c03a1ea898176bcb39f919c559f64f4ff,hp_207.sol,honeypot
True,True,False,0,False,False,False,False,0,4.0,0x251848c3fc50274f5fda449919f083dc937b48b2,hp_208.sol,honeypot
False,True,False,0,True,False,False,False,0,3.0,0x7bc51b19abe2cfb15d58f845dad027feab01bfa0,hp_209.sol,honeypot
False,True,False,0,True,False,False,False,0,3.0,0x858c9eaf3ace37d2bedb4a1eb6b8805ffe801bba,hp_210.sol,honeypot
False,True,False,0,True,False,False,False,0,3.0,0xa0174f796d3b901adaa16cfbb589330462be0329,hp_211.sol,honeypot
False,False,False,0,False,True,False,False,0,2.0,0xa395480a4a90c7066c8ddb5db83e2718e750641c,hp_212.sol,honeypot
False,False,False,0,False,True,False,False,0,2.0,0xaa12936a79848938770bdbc5da0d49fe986678cc,hp_213.sol,honeypot
False,False,False,0,False,True,False,False,0,2.0,0xd022969da8a1ace11e2974b3e7ee476c3f9f99c6,hp_214.sol,honeypot
